Week Ending Date,State,Observed Number,Upper Bound Threshold,Exceeds Threshold,Average Expected Count,Excess Lower Estimate,Excess Higher Estimate,Year,Total Excess Lower Estimate in 2020,Total Excess Higher Estimate in 2020,Percent Excess Lower Estimate,Percent Excess Higher Estimate,Type,Outcome,Suppress,Note
2019-01-12,Nevada,544,635,false,576,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-01-19,Nevada,563,634,false,577,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-01-26,Nevada,506,619,false,564,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-02-02,Nevada,542,613,false,556,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-02-09,Nevada,570,607,false,550,0,20,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-02-16,Nevada,518,602,false,545,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-02-23,Nevada,519,600,false,543,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-03-02,Nevada,599,594,true,540,5,59,2019,39,515,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2019-03-09,Nevada,548,598,false,543,0,5,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-03-16,Nevada,512,594,false,538,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-03-23,Nevada,537,591,false,536,0,1,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-03-30,Nevada,500,584,false,528,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-04-06,Nevada,546,574,false,520,0,26,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-04-13,Nevada,517,572,false,518,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-04-20,Nevada,525,569,false,514,0,11,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-04-27,Nevada,543,563,false,509,0,34,2019,39,515,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2019-05-04,Nevada,520,558,false,503,0,17,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-05-11,Nevada,491,544,false,492,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-05-18,Nevada,491,540,false,488,0,3,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-05-25,Nevada,477,544,false,491,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-06-01,Nevada,467,541,false,488,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-06-08,Nevada,508,547,false,493,0,15,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-06-15,Nevada,525,551,false,500,0,25,2019,39,515,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2019-06-22,Nevada,490,552,false,500,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-06-29,Nevada,481,551,false,500,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-07-06,Nevada,485,549,false,496,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-07-13,Nevada,495,546,false,492,0,3,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-07-20,Nevada,498,534,false,483,0,15,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-07-27,Nevada,441,532,false,480,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-08-03,Nevada,510,525,false,474,0,36,2019,39,515,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2019-08-10,Nevada,483,525,false,474,0,9,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-08-17,Nevada,483,528,false,476,0,7,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-08-24,Nevada,483,522,false,473,0,10,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-08-31,Nevada,478,523,false,472,0,6,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-09-07,Nevada,477,527,false,474,0,3,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-09-14,Nevada,485,526,false,474,0,11,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-09-21,Nevada,475,523,false,471,0,4,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-09-28,Nevada,497,522,false,472,0,25,2019,39,515,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2019-10-05,Nevada,471,524,false,472,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-10-12,Nevada,526,528,false,476,0,50,2019,39,515,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2019-10-19,Nevada,420,529,false,476,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-10-26,Nevada,465,528,false,475,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-11-02,Nevada,492,532,false,481,0,11,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-11-09,Nevada,513,538,false,487,0,26,2019,39,515,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2019-11-16,Nevada,508,547,false,492,0,16,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-11-23,Nevada,513,552,false,499,0,14,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-11-30,Nevada,501,567,false,512,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-12-07,Nevada,498,572,false,518,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-12-14,Nevada,514,576,false,524,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-12-21,Nevada,527,586,false,532,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-12-28,Nevada,540,605,false,548,0,0,2019,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2020-01-04,Nevada,521,612,false,555,0,0,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2020-01-11,Nevada,556,614,false,557,0,0,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2020-01-18,Nevada,605,612,false,559,0,46,2020,39,515,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2020-01-25,Nevada,577,610,false,558,0,19,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2020-02-01,Nevada,531,604,false,549,0,0,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-02-08,Nevada,579,595,false,540,0,39,2020,39,515,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-02-15,Nevada,528,599,false,544,0,0,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-02-22,Nevada,545,597,false,543,0,2,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-02-29,Nevada,543,594,false,543,0,0,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-03-07,Nevada,535,596,false,544,0,0,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-03-14,Nevada,515,595,false,540,0,0,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-03-21,Nevada,510,588,false,534,0,0,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-03-28,Nevada,527,584,false,530,0,0,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-04-04,Nevada,555,579,false,526,0,29,2020,39,515,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-04-11,Nevada,535,575,false,525,0,10,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-04-18,Nevada,507,579,false,525,0,0,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-04-25,Nevada,506,570,false,515,0,0,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-05-02,Nevada,503,564,false,510,0,0,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-05-09,Nevada,498,557,false,504,0,0,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-05-16,Nevada,485,546,false,496,0,0,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-05-23,Nevada,505,546,false,494,0,11,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-05-30,Nevada,520,551,false,498,0,22,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-06-06,Nevada,546,551,false,498,0,48,2020,39,515,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-06-13,Nevada,531,555,false,502,0,29,2020,39,515,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-06-20,Nevada,503,556,false,507,0,0,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-06-27,Nevada,535,551,false,501,0,34,2020,39,515,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-07-04,Nevada,480,554,false,504,0,0,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-07-11,Nevada,569,546,true,494,23,75,2020,39,515,0.0,0.2,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-07-18,Nevada,540,540,false,492,0,48,2020,39,515,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-07-25,Nevada,546,539,true,491,7,55,2020,39,515,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-08-01,Nevada,493,537,false,488,0,5,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-08-08,Nevada,536,527,true,478,9,58,2020,39,515,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-08-15,Nevada,514,533,false,481,0,33,2020,39,515,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-08-22,Nevada,496,528,false,479,0,17,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-08-29,Nevada,430,530,false,484,0,0,2020,39,515,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2017-01-14,New Hampshire,274,293,false,256,0,18,2017,24,310,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2017-01-21,New Hampshire,244,295,false,259,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-01-28,New Hampshire,241,302,false,264,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-02-04,New Hampshire,250,303,false,265,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-02-11,New Hampshire,259,300,false,262,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-02-18,New Hampshire,262,295,false,259,0,3,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-02-25,New Hampshire,250,285,false,250,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-03-04,New Hampshire,247,282,false,245,0,2,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-03-11,New Hampshire,276,281,false,245,0,31,2017,24,310,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2017-03-18,New Hampshire,233,275,false,240,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-03-25,New Hampshire,229,274,false,240,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-04-01,New Hampshire,234,274,false,241,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-04-08,New Hampshire,245,277,false,241,0,4,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-04-15,New Hampshire,219,270,false,235,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-04-22,New Hampshire,250,271,false,236,0,14,2017,24,310,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2017-04-29,New Hampshire,240,266,false,233,0,7,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-05-06,New Hampshire,239,263,false,231,0,8,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-05-13,New Hampshire,234,264,false,229,0,5,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-05-20,New Hampshire,222,262,false,228,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-05-27,New Hampshire,190,261,false,227,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-06-03,New Hampshire,227,258,false,226,0,1,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-06-10,New Hampshire,224,261,false,228,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-06-17,New Hampshire,234,262,false,227,0,7,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-06-24,New Hampshire,210,264,false,230,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-07-01,New Hampshire,223,262,false,229,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-07-08,New Hampshire,236,261,false,229,0,7,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-07-15,New Hampshire,211,257,false,225,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-07-22,New Hampshire,236,257,false,224,0,12,2017,24,310,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2017-07-29,New Hampshire,220,255,false,222,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-08-05,New Hampshire,253,255,false,222,0,31,2017,24,310,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2017-08-12,New Hampshire,241,251,false,220,0,21,2017,24,310,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2017-08-19,New Hampshire,234,250,false,218,0,16,2017,24,310,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2017-08-26,New Hampshire,224,252,false,220,0,4,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-09-02,New Hampshire,234,253,false,220,0,14,2017,24,310,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2017-09-09,New Hampshire,254,255,false,223,0,31,2017,24,310,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2017-09-16,New Hampshire,225,263,false,229,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-09-23,New Hampshire,208,267,false,234,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-09-30,New Hampshire,213,271,false,238,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-10-07,New Hampshire,234,272,false,238,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-10-14,New Hampshire,232,274,false,240,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-10-21,New Hampshire,222,273,false,239,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-10-28,New Hampshire,231,271,false,238,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-11-04,New Hampshire,257,268,false,235,0,22,2017,24,310,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2017-11-11,New Hampshire,240,270,false,236,0,4,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-11-18,New Hampshire,209,270,false,236,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-11-25,New Hampshire,236,269,false,235,0,1,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-12-02,New Hampshire,248,270,false,236,0,12,2017,24,310,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2017-12-09,New Hampshire,231,269,false,236,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-12-16,New Hampshire,251,268,false,235,0,16,2017,24,310,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2017-12-23,New Hampshire,246,274,false,240,0,6,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-12-30,New Hampshire,235,280,false,245,0,0,2017,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-01-06,New Hampshire,264,285,false,250,0,14,2018,24,310,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2018-01-13,New Hampshire,276,291,false,256,0,20,2018,24,310,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2018-01-20,New Hampshire,232,296,false,261,0,0,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-01-27,New Hampshire,266,299,false,264,0,2,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-02-03,New Hampshire,276,301,false,265,0,11,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-02-10,New Hampshire,265,302,false,266,0,0,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-02-17,New Hampshire,274,302,false,266,0,8,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-02-24,New Hampshire,271,293,false,259,0,12,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-03-03,New Hampshire,225,288,false,253,0,0,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-03-10,New Hampshire,256,287,false,251,0,5,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-03-17,New Hampshire,223,285,false,249,0,0,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-03-24,New Hampshire,209,281,false,246,0,0,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-03-31,New Hampshire,229,278,false,244,0,0,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-04-07,New Hampshire,256,279,false,245,0,11,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-04-14,New Hampshire,220,278,false,243,0,0,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-04-21,New Hampshire,248,275,false,240,0,8,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-04-28,New Hampshire,252,274,false,239,0,13,2018,24,310,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2018-05-05,New Hampshire,227,272,false,238,0,0,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-05-12,New Hampshire,250,266,false,233,0,17,2018,24,310,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2018-05-19,New Hampshire,242,265,false,231,0,11,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-05-26,New Hampshire,224,266,false,232,0,0,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-06-02,New Hampshire,230,261,false,228,0,2,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-06-09,New Hampshire,198,261,false,228,0,0,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-06-16,New Hampshire,230,266,false,233,0,0,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-06-23,New Hampshire,237,266,false,232,0,5,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-06-30,New Hampshire,214,262,false,228,0,0,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-07-07,New Hampshire,214,265,false,232,0,0,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-07-14,New Hampshire,218,266,false,233,0,0,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-07-21,New Hampshire,248,265,false,232,0,16,2018,24,310,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2018-07-28,New Hampshire,234,265,false,231,0,3,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-08-04,New Hampshire,231,266,false,233,0,0,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-08-11,New Hampshire,191,263,false,230,0,0,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-08-18,New Hampshire,235,258,false,226,0,9,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-08-25,New Hampshire,235,263,false,230,0,5,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-09-01,New Hampshire,240,264,false,230,0,10,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-09-08,New Hampshire,213,261,false,228,0,0,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-09-15,New Hampshire,235,264,false,230,0,5,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-09-22,New Hampshire,259,268,false,235,0,24,2018,24,310,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2018-09-29,New Hampshire,232,269,false,235,0,0,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-10-06,New Hampshire,261,271,false,235,0,26,2018,24,310,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2018-10-13,New Hampshire,268,275,false,240,0,28,2018,24,310,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2018-10-20,New Hampshire,249,274,false,239,0,10,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-10-27,New Hampshire,253,274,false,240,0,13,2018,24,310,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2018-11-03,New Hampshire,239,275,false,241,0,0,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-11-10,New Hampshire,220,273,false,239,0,0,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-11-17,New Hampshire,227,274,false,239,0,0,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-11-24,New Hampshire,225,275,false,240,0,0,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-12-01,New Hampshire,246,275,false,240,0,6,2018,24,310,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
